locus_tag	gene	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)
SL1344_1102	grxB	180.04	151.08	46.08	125.73
SL1344_1103	yceL	0	0	0	0
SL1344_1104	rimJ	99.73	62.77	153.17	105.22
SL1344_1105	yceH	90.02	66.1	0	52.04
SL1344_1106	mviM	18.03	13.24	21.54	17.6
SL1344_1107	mviN	21.14	27.17	0	16.1
SL1344_1108	flgN	39.43	14.48	0	17.97
SL1344_1109	flgM	28.4	0	33.92	20.77
SL1344_1110	flgA	0	0	0	0
SL1344_1111	flgB	0	0	0	0
SL1344_1112	flgC	0	0	0	0
SL1344_1113	flgD	11.92	17.5	0	9.81
SL1344_1114	flgE	0	5.04	16.41	7.15
SL1344_1115	flgF	0	0	0	0
SL1344_1116	flgG	0	23.44	0	7.81
SL1344_1117	flgH	0	0	0	0
SL1344_1118	flgI	0	16.71	18.12	11.61
SL1344_1119	flgJ	0	0	0	0
SL1344_1120	flgK	10.02	18.39	23.93	17.45
SL1344_1121	flgL	0	19.23	0	6.41
STnc840	STnc840	0	0	0	0
SL1344_1122	rne	59.75	72.48	43.44	58.56
SL1344_1123	rluC	26.03	12.74	0	12.92
SL1344_1124		0	0	0	0
SL1344_1125		37.14	81.82	0	39.65
SL1344_1126	maf-a	0	94.15	0	31.38
SraB	SraB	385.2	339.4	0	241.53
SL1344_1127	yceD	1133.85	891.16	247.99	757.67
SL1344_1128	rpl32	2260.42	1659.71	1493.68	1804.6
SL1344_1129	plsX	154.22	96.25	73.69	108.05
SL1344_1130	fabH	78.58	153.85	208.58	147
SL1344_1131	fabD	241.82	269.62	278.16	263.2
SL1344_1132	fabG	793.48	1007.09	473.92	758.17
SL1344_1133	acpP	5993.4	5306.68	2695.25	4665.11
SL1344_1134	fabF	482.72	393.82	120.13	332.22
SL1344_1135	pabC	20.57	15.1	0	11.89
SL1344_1136	yceG	17.41	19.17	51.98	29.52
SL1344_1137	tmk	38.94	28.59	31.01	32.85
SL1344_1138	holB	24.86	6.08	49.5	26.81
SL1344_1139	ycfH	93.96	84.32	62.35	80.21
SL1344_1140	ptsG	348.37	353.84	208.07	303.43
SL1344_1141	fhuE	7.65	25.29	4.57	12.51
SL1344_1142	ycfF	46.35	85.09	0	43.81
SL1344_1143	ycfL	66.74	98.01	26.57	63.77
SL1344_1144	ycfM	39.12	47.88	46.73	44.58
SL1344_1145	thiK	80.78	29.66	12.06	40.83
SL1344_1146	nagZ	8.12	29.8	0	12.64
SL1344_1147	ycfP	30.7	90.17	36.67	52.52
SL1344_1148	ndh	51.04	46.85	68.6	55.5
SL1344_1149	ycfJ	30.87	34	0	21.63
STnc850	STnc850	221.87	0	0	73.96
SL1344_1150	ycfQ	0	19.24	0	6.41
SL1344_1151	ycfR	323.75	380.34	580.08	428.05
SL1344_1152	ycfS	25.87	12.66	0	12.84
SL1344_1153	mfd	7.24	10.64	28.84	15.57
SL1344_1154	ycfU	48.58	35.67	24.87	36.37
SL1344_1155	lolD	0	0	28.36	9.45
SL1344_1156	ycfW	53.51	44.2	23.97	40.56
SL1344_1157	ycfX	91.33	207.89	130.92	143.38
SL1344_1158	cobB	101.34	66.97	48.42	72.25
SL1344_1159	potD	95.45	128.49	104.52	109.49
SL1344_1160	potC	85.45	109.79	63.79	86.34
SL1344_1161	sifA	173	127.02	88.56	129.53
SL1344_1162	potB	9.64	14.16	0	7.93
SL1344_1163	potA	21.97	26.89	0	16.29
SL1344_1164	pepT	6.77	14.91	0	7.23
SL1344_1165		0	0	0	0
SL1344_1166		0	156.03	0	52.01
SL1344_1167	ycfD	170.71	92.65	132.99	132.11
SL1344_1168	phoQ	432.22	421.75	210.6	354.86
SL1344_1169	phoP	839.43	652.61	575.09	689.04
SL1344_1170	purB	66.8	120.4	0	62.4
SL1344_1171	ycfC	64.3	47.21	30.72	47.41
SL1344_1172	mnmA	90.27	77.33	89.86	85.82
SL1344_1173	ymfB	0	0	0	0
SL1344_1174		25.29	0	30.21	18.5
SL1344_1175	rluB	12.51	0	119.56	44.03
SL1344_1176	icdA	685.59	586.48	500.91	590.99
STnc150	STnc150	320.01	156.64	63.71	180.12
SL1344_1177		118.44	125.01	44.21	95.89
SL1344_1179	envF	10.56	0	0	3.52
IsrC	IsrC	0	0	0	0
SL1344_1180	msgA	382.94	434.54	207.92	341.8
SL1344_1181	envE	207.61	269.69	76.3	184.54
SL1344_1182	cspH	117.74	0	0	39.25
SL1344_1183	pagD	221.45	139.37	0	120.27
SL1344_1184	pagC	6072.02	4328.4	3700.59	4700.34
tRNA_14	tRNA_14	0	83.69	0	27.9
STnc520	STnc520	1683.86	2109.11	7572.36	3788.45
SL1344_1185	pliC	991.66	745.88	260.02	665.86
SL1344_1186		61.18	0	73.08	44.75
SL1344_1187		124.71	104.65	21.28	83.55
STnc1210	STnc1210	0	0	0	0
SL1344_1188		79.77	128.86	152.46	120.37
SL1344_1189		15.7	0	0	5.23
SL1344_1190		79.49	214.01	189.91	161.14
SL1344_1191		0	14.96	18.25	11.07
SL1344_1192		8.54	0	0	2.85
SL1344_1193		0	7.52	0	2.51
SL1344_1194		0	0	0	0
SL1344_1195		0	0	0	0
SL1344_1196		7.34	16.18	35.09	19.54
SL1344_1197		25.52	149.92	0	58.48
tRNA_15	tRNA_15	113.98	0	0	37.99
IsrD	IsrD	0	0	0	0
SL1344_1198		475.81	406.02	553	478.28
SL1344_1199	aadA	10.56	0	0	3.52
SL1344_1200		0	10.3	0	3.43
SL1344_1201		98.12	72.04	58.6	76.25
SL1344_1202		0	24.63	0	8.21
SL1344_1203		0	0	133.41	44.47
SL1344_1204	aroQ	580.13	627.73	765.92	657.93
SL1344_1205	yeaS	339.07	191.51	140.2	223.59
SL1344_1206	yeaR	23.05	67.69	55.06	48.6
SL1344_1207	yoaG	228.58	0	109.22	112.6
SL1344_1208		0	19.06	0	6.35
RyhB2	RyhB2	515.06	756.37	189.31	486.91
SL1344_1209		0	0	0	0
SL1344_1210	yeaQ	201.3	147.8	160.3	169.8
SL1344_1211	yaoF	165.74	730.18	79.19	325.04
SL1344_1212		267.53	333.94	383.49	328.32
SL1344_1213	yeaO	47.96	17.61	0	21.85
SL1344_1214	yeaN	0	0	0	0
SL1344_1215	yeaM	10.48	7.69	12.52	10.23
SL1344_1216	yeaL	0	0	0	0
SL1344_1217	yeaK	0	11.79	0	3.93
SL1344_1218	yeaJ	16.72	49.1	66.57	44.13
SL1344_1219	yeaH	71.17	52.26	7.73	43.72
SL1344_1220	yeaG	88.61	78.76	77.99	81.79
SL1344_1221	mipA	557.66	606	519.58	561.08
SL1344_1222		13.91	0	0	4.64
SL1344_1223		0	35.64	0	11.88
SL1344_1224	yeaD	18.82	20.73	0	13.19
SL1344_1224A		0	48.1	0	16.03
SL1344_1225	gapA	970	994.66	349.6	771.42
SL1344_1226	yeaA	56.34	137.9	67.31	87.18
SL1344_1227	yeaC	179.57	43.95	178.75	134.09
SL1344_1228	nam	12.68	9.31	30.3	17.43
SL1344_1229	ansA	32.76	6.01	39.13	25.97
SL1344_1230	sppA	13.45	32.92	5.35	17.24
SL1344_1231	ydjA	15.1	77.61	54.11	48.94
SL1344_1232	selD	15.95	58.57	47.64	40.72
SL1344_1233	topB	8.54	15.67	5.1	9.77
SL1344_1234	gdhA	12.39	9.1	0	7.16
SL1344_1235		0	44.43	0	14.81
SL1344_1236		20	0	0	6.67
SL1344_1237	xthA	30.97	37.9	0	22.96
SL1344_1238	argDa	20.36	4.98	16.21	13.85
SL1344_1239	astA	0	11.82	9.61	7.14
SL1344_1240	astD	0	4.13	6.72	3.62
SL1344_1241	astB	18.59	18.2	0	12.26
SL1344_1242	astE	0	25.24	0	8.41
SL1344_1243		154.4	201.54	143.45	166.46
STnc1640	STnc1640	0	70.22	0	23.41
SL1344_1244		0	6.93	0	2.31
SL1344_1245	nadE	60.36	51.71	108.16	73.41
SL1344_1246	osmE	170.8	214.98	204.02	196.6
SL1344_1247	celA	130	133.64	0	87.88
SL1344_1248	celB	12.25	4.5	7.32	8.02
SL1344_1249	celC	47.96	105.63	0	51.2
SL1344_1250	celD	65.34	15.99	0	27.11
SL1344_1251	celF	12.28	36.07	51.34	33.23
SL1344_1252	celG	32.93	48.36	39.34	40.21
SL1344_1253	katE	22.17	16.28	0	12.81
SL1344_1254	cedA	0	50.49	0	16.83
SL1344_1255	ydjN	53.83	57.09	35.73	48.88
SL1344_1256	ydjM	0	10.2	0	3.4
SL1344_1257	yniC	137.01	109.75	119.03	121.93
SL1344_1258	yniB	62.09	34.19	18.54	38.28
SL1344_1259		9.67	35.52	11.56	18.92
SL1344_1260	ydiZ	0	63.2	102.81	55.34
SL1344_1261	pfkB	26.78	39.33	0	22.04
SL1344_1262	ydiY	21.95	40.3	0	20.75
SL1344_1263		832.89	777.18	922.36	844.15
SL1344_1264		794.93	1225.72	886.26	968.97
SL1344_1265		352.65	485.5	355.42	397.86
SL1344_1330A		80.78	59.31	48.25	62.78
SL1344_1266	rfc	40.82	5	0	15.27
SL1344_1267	thrS	319.35	212.3	376.31	302.65
SL1344_1268	infC	1412.29	1454.02	861.85	1242.72
SL1344_1269	rpl35	1435.98	1426.5	353.15	1071.88
SL1344_1270	rpl20	2547.49	2316.67	474.6	1779.59
SL1344_1271	pheS	76.18	43.5	0	39.89
SL1344_1272	pheT	916.73	752.45	607.9	759.02
SL1344_1273	himA	2916.1	2592.95	1565.91	2358.32
STnc540	STnc540	2236.63	2102.07	641.21	1659.97
SL1344_1274	btuC	42.45	6.23	10.14	19.61
SL1344_1275	btuE	15.1	44.35	0	19.82
SL1344_1276	btuD	0	8.16	13.27	7.14
SL1344_1277	nlpC	125.52	79	21.42	75.31
SL1344_1278	ydiV	151.7	85.68	111.51	116.3
SL1344_1279	ydiU	103.86	131.33	68.92	101.37
SL1344_1280	ydiE	43.56	95.96	364.25	167.92
SL1344_1281	aroH	15.91	0	0	5.3
SL1344_1282	ydiA	19.98	7.33	0	9.1
SL1344_1283	pps	48.13	60.59	36.96	48.56
SL1344_1284	ydiD	5.07	18.63	0	7.9
SL1344_1285	ydiT	0	0	0	0
SL1344_1286	ydiS	0	0	0	0
SL1344_1287	ydiR	53.39	104.54	42.52	66.82
SL1344_1288	ydiQ	0	15.99	0	5.33
SL1344_1289	ydiP	0	0	0	0
SL1344_1290	ydiO	14.46	5.31	8.63	9.47
SL1344_1291	ydiF	0	3.83	0	1.28
SL1344_1292	aroD	21.95	24.18	0	15.38
SL1344_1293	aroE	0	0	0	0
SL1344_1294	ydiN	0	0	0	0
SL1344_1296	ydiM	0	5.04	0	1.68
SL1344_1297	ydiL	0	0	0	0
RprA	RprA	770.39	678.79	552.15	667.11
SL1344_1298	ydiK	7.44	10.93	8.89	9.09
SL1344_1299	ydiJ	16.34	47.98	19.51	27.94
SL1344_1300		20.29	74.5	24.24	39.68
SL1344_1301	ydiH	88.51	357.45	422.92	289.63
RydB	RydB	0	0	0	0
SL1344_1302		6.18	4.54	7.38	6.03
SL1344_1303	sufA	45.22	0	0	15.07
SL1344_1304	sufB	78.33	53.41	26.73	52.83
SL1344_1305	sufC	22.31	139.22	13.32	58.28
SL1344_1306	sufD	58.92	76.91	70.38	68.73
SL1344_1307	sufS	34.1	30.05	8.15	24.1
SL1344_1308	ynhA	20	14.69	0	11.56
SL1344_1309	ynhG	16.62	12.21	0	9.61
SL1344_1310	lppB	34.81	102.25	41.58	59.55
SL1344_1311	lpp	49533.72	42479.32	28805.46	40272.83
SL1344_1312	pykF	245.07	265.42	161.01	223.83
SL1344_1313	orf48	0	9.1	0	3.03
SL1344_1314	orf32	0	0	0	0
SL1344_1315	orf245	11.29	0	0	3.76
SL1344_1316	orf408	0	0	0	0
SL1344_1317	ttrA	2.72	2	0	1.57
SL1344_1318	ttrC	0	0	0	0
SL1344_1319	ttrB	0	0	0	0
SL1344_1320	ttrS	0	13.74	33.54	15.76
SL1344_1321	ttrR	13.04	9.58	15.58	12.73
SL1344_1322	orf70	156.99	0	0	52.33
SL1344_1323	orf319	17.35	19.11	41.45	25.97
SL1344_1324	orf242	45.72	83.92	27.3	52.31
SL1344_1325	ssrB	286.91	354.29	358.29	333.16
SL1344_1326	ssrA	153.63	90.69	97.16	113.82
SL1344_1327	ssaB	269.73	213.29	123.92	202.32
SL1344_1328	ssaC	273.07	282.34	193.05	249.49
SL1344_1329	ssaD	535.9	423.76	517.04	492.23
SL1344_1330	ssaE	825.15	605.87	328.55	586.52
SL1344_1331	sseA	1515.59	1657.87	1145.35	1439.6
SL1344_1332	sseBa	1255.09	1646.37	1229.71	1377.05
SL1344_1333	sscA	791.57	891.19	546.31	743.02
SL1344_1334	sseC	1470.64	1537.79	1162.02	1390.15
SL1344_1335	sseD	822.1	790.96	270.9	627.99
SL1344_1336	sseE	900.03	748.96	262.8	637.26
SL1344_1337	sscB	325.91	323.76	91.6	247.09
SL1344_1338	sseF	170.24	125	12.71	102.65
SL1344_1339	sseG	169.06	159.6	57.7	128.79
SL1344_1340	ssaG	1006.17	1221.83	92.45	773.48
SL1344_1341	ssaH	1356.16	1776.23	700.53	1277.64
SL1344_1342	ssaI	1241.33	1576.56	881.66	1233.18
SL1344_1343	ssaJ	1721.82	1223.46	1048.28	1331.18
SL1344_1344		1047.62	981.03	399	809.22
SL1344_1345	ssaK	950.53	942.66	383.39	758.86
STnc1220	STnc1220	0	0	0	0
SL1344_1346	ssaL	1040.03	1046.25	704.32	930.2
SL1344_1347	ssaM	1085.25	1278.27	567.16	976.89
SL1344_1348	ssaV	382.45	379.39	213.84	325.23
SL1344_1349	ssaN	466.86	568.18	542.39	525.81
SL1344_1350	ssaO	507.6	631.98	237.26	458.95
SL1344_1351	ssaP	467.18	441.04	744.08	550.76
SL1344_1352	ssaQ	240.67	340.8	256.68	279.38
SL1344_1353	ssaR	2147.58	1907.34	1966.24	2007.05
SL1344_1354	ssaS	406.63	643.07	523.09	524.26
SL1344_1355	ssaT	448.59	321.53	229.65	333.26
SL1344_1356	ssaU	275.24	132.81	65.76	157.94
tRNA_16	tRNA_16	3004.07	3618.88	14362.82	6995.26
tRNA_17	tRNA_17	1441	3159.77	2247.11	2282.63
SL1344_1357	norM	30.3	0	21.72	17.34
SL1344_1358	ribE	181.72	152.49	124.04	152.75
SL1344_1359	cfa	21.74	31.93	0	17.89
STnc730	STnc730	186.97	68.64	0	85.2
SL1344_1360	ydhC	13.81	0	24.74	12.85
SL1344_1361	ydhB	0	0	0	0
SL1344_1362	purR	32.47	17.88	19.39	23.25
SL1344_1362A	ynhF	2711.09	3432.11	1563.4	2568.87
SL1344_1363	sodB	257.77	199.78	102.64	186.73
SL1344_1364	ydhO	29.23	21.46	0	16.9
SL1344_1365	ydhD	431.6	651.41	229.13	437.38
SL1344_1366	rnt	38.58	28.33	61.44	42.78
SL1344_1367	gloA	61.33	60.04	97.68	73.02
SL1344_1368	nemA	60.68	5.57	0	22.08
SL1344_1369	ydhM	13.89	0	0	4.63
SL1344_1370	ydhL	69.63	0	0	23.21
SL1344_1371	ydhF	9.29	20.45	0	9.91
SL1344_1372	sodCb	15.97	46.9	0	20.96
SL1344_1373		16.32	14.98	9.75	13.68
SL1344_1374	ydhJ	0	20.45	0	6.82
SL1344_1375	ydhI	35.26	25.89	0	20.38
SL1344_1376	slyA	1361.5	749.76	564.7	891.99
SL1344_1377	slyB	783.92	641	702.31	709.08
SL1344_1378	anmK	0	10.9	0	3.63
SL1344_1379	mliC	25.29	18.57	60.42	34.76
SL1344_1380	pdxH	38.05	0	30.3	22.78
SL1344_1381	tyrS	104.49	105.5	148.22	119.4
SL1344_1382	pdxY	0	56.83	11.56	22.8
SL1344_1383	gst	0	10.1	32.86	14.32
SL1344_1384	tppB	22.11	24.36	19.81	22.09
SL1344_1385	nth	13.1	9.62	0	7.57
SL1344_1386	rnfE	60.12	52.97	28.72	47.27
SL1344_1387	rnfG	26.84	59.12	32.06	39.34
SL1344_1388	rnfD	39.32	17.32	9.39	22.01
SL1344_1389	rnfC	11.31	19.38	13.51	14.73
SL1344_1390	rnfB	28.79	42.28	17.2	29.42
SL1344_1391	rnfA	114.56	189.27	273.7	192.51
SL1344_1392	ydgK	170.19	97.19	45.18	104.18
SL1344_1393	ydgT	723.5	478.11	259.27	486.96
SL1344_1393A	blr	266.25	97.75	0	121.33
SL1344_1394	ydgJ	48	58.74	28.67	45.14
SL1344_1395	add	16.62	48.82	19.86	28.44
SL1344_1396	ydgA	60.69	72.92	26.36	53.33
SL1344_1397	manA	14.16	31.2	33.83	26.4
SL1344_1398	fumA	96.04	170.73	193.22	153.33
SL1344_1400	fumC	41.51	43.54	14.17	33.07
SL1344_1401	tus	26.87	0	32.09	19.65
SL1344_1402	rstB	0	4.7	0	1.57
SL1344_1403		0	0	0	0
SL1344_1404	ompN	0	0	0	0
SL1344_1405	rstA	204.88	317.58	271.92	264.79
SL1344_1406	ydgC	0	0	0	0
SL1344_1407	ydgI	18.06	8.84	0	8.97
SL1344_1408	ydgH	61.7	110.02	0	57.24
SL1344_1409	pntA	54.42	63.93	39	52.45
SL1344_1410	pntB	47.96	118.84	57.28	74.69
SL1344_1411	tqsA	16.09	11.82	0	9.3
SL1344_1412	ydgF	22.98	0	0	7.66
SL1344_1413	ydgE	0	0	0	0
SL1344_1414		20.27	37.21	24.21	27.23
SL1344_1414A	ydgU	100.24	73.6	0	57.95
SL1344_1415	asr	1201.16	666.84	244.97	704.33
SL1344_1416	ynfM	6.64	9.75	0	5.46
SL1344_1417	ynfL	0	0	0	0
SL1344_1418	mlc	27.28	35.05	24.44	28.92
SL1344_1419	bioDb	11.97	8.79	28.6	16.45
SL1344_1420	clcB	0	9.48	0	3.16
SL1344_1421		28.99	26.61	0	18.53
SL1344_1422		0	9.44	46.08	18.51
SL1344_1423		0	0	22.04	7.35
SL1344_1424		0	8.6	0	2.87
SL1344_1425	ynfI	0	29.85	32.37	20.74
SL1344_1426		48.54	14.26	46.39	36.4
SL1344_1427		13.49	0	0	4.5
SL1344_1428	dmsA2	0	5.02	0	1.67
SL1344_1429	dmsA1	3.41	2.5	0	1.97
SL1344_1430	ynfD	54.03	19.83	32.27	35.38
SL1344_1431	ynfC	23.14	25.49	69.11	39.25
SL1344_1432	speG	163.43	141.82	124.23	143.16
SL1344_1433	ynfB	146.4	268.73	87.44	167.52
SL1344_1434	ynfA	51.04	0	60.97	37.34
SL1344_1435	rspA	0	0	0	0
SL1344_1436	rspB	0	0	0	0
SL1344_1437	ydfJ	0	4.43	7.21	3.88
SL1344_1438	ydfI	0	25	33.9	19.63
SL1344_1439	ydfZ	0	30.09	0	10.03
SL1344_1440	ydfH	24.26	17.81	0	14.02
SL1344_1441	ydfG	133.84	196.54	173.19	167.86
SL1344_1442	dcp	8.15	32.91	0	13.69
SL1344_1443		45.72	0	0	15.24
SL1344_1444	ydeJ	47.36	0	18.86	22.07
SL1344_1445	ydeI	63.68	62.34	76.06	67.36
STnc560	STnc560	424.5	1122.09	101.42	549.34
SL1344_1446	ydeE	7.01	0	0	2.34
SL1344_1447	ydeD	9.22	6.77	11.02	9.01
SL1344_1448	marB	0	0	0	0
SL1344_1449	marA	0	15.7	0	5.23
SL1344_1450	marR	0	14.08	0	4.69
SL1344_1451	marC	37.53	73.49	59.78	56.94
SL1344_1452	sotB	13.98	5.13	0	6.37
SL1344_1453	yneJ	0	7.01	0	2.34
SL1344_1454	yneI	0	8.8	0	2.93
SL1344_1455	yneH	0	0	0	0
SL1344_1456	yneG	23.18	0	0	7.73
SL1344_1457		72.82	60.16	43.5	58.83
SL1344_1458		0	11.27	0	3.76
SL1344_1459		0	6.01	19.56	8.53
SL1344_1460	hypA	0	0	0	0
SL1344_1461		28.14	0	0	9.38
SL1344_1462	hyaF2	70.58	17.27	56.2	48.02
SL1344_1463	hyaE2	60.88	59.6	0	40.16
SL1344_1464		55.65	40.86	66.48	54.33
SL1344_1465	hyaD2	123.16	50.24	16.35	63.25
SL1344_1466	hyaC2	55.99	65.78	40.13	53.97
SL1344_1467	hyaB2	92.34	67.8	44.12	68.09
SL1344_1468	hyaA2	0	16.62	27.03	14.55
SL1344_1469		205.91	123.19	109.32	146.14
SL1344_1470		49.6	45.52	88.87	61.33
SL1344_1471		97.41	89.4	29.09	71.97
SL1344_1472		77.64	118.76	23.19	73.2
SL1344_1473	pqaA	117.64	70.67	31.94	73.42
SL1344_1474		6.7	0	16.02	7.57
SL1344_1475		0	0	0	0
SL1344_1476		17.05	12.52	40.73	23.43
SL1344_1477		601.46	430.3	506.61	512.79
SL1344_1478		0	47.11	25.55	24.22
SL1344_1479		29.3	64.53	0	31.28
SL1344_1480		469.69	246.34	80.15	265.39
SL1344_1481		0	36.8	0	12.27
SL1344_1482		18.33	0	0	6.11
SL1344_1483		0	0	0	0
IsrF	IsrF	0	42.28	0	14.09
SL1344_1484		11.35	12.5	33.9	19.25
SL1344_1485		33.05	36.4	19.74	29.73
SL1344_1486		5.73	0	6.85	4.19
SL1344_1487		13.84	5.08	0	6.31
SL1344_1488		12.03	17.67	9.58	13.09
SL1344_1489		3.29	0	7.86	3.72
SL1344_1490		4.66	0	0	1.55
SL1344_1491		0	0	0	0
SL1344_1492	hdeB	75.87	0	0	25.29
SL1344_1493	osmC	115.83	14.17	46.12	58.71
SL1344_1494	yddX	38.7	0	0	12.9
SL1344_1495	rpsV	581.84	128.16	278.01	329.34
SL1344_1496	sfcA	83.35	54	17.57	51.64
SL1344_1497	adhP	125.39	65.76	149.78	113.64
SL1344_1498	fdnI	38.94	38.12	31.01	36.02
SL1344_1499	fdnH	9.41	27.64	0	12.35
SL1344_1500	fdnG	11.86	42.1	3.26	19.08
SL1344_1502	yddG	0	0	0	0
SL1344_1503	ompD	767.8	726.38	141.1	545.09
SL1344_1504		0	13.88	0	4.63
SL1344_1505	smvA	27.98	49.3	0	25.76
SL1344_1506		0	42.28	0	14.09
SL1344_1507	narU	17.98	8.8	0	8.93
SL1344_1508	narZ	2.22	3.27	13.29	6.26
SL1344_1509	narY	0	3.96	0	1.32
SL1344_1510	narW	0	0	0	0
SL1344_1511	narV	12.24	0	29.23	13.82
SL1344_1512	yddE	0	0	0	0
SL1344_1513	nhoA	0	14.46	0	4.82
SL1344_1514	steA	1105.86	879.64	959.28	981.59
SL1344_1515	ansP	11.15	24.55	19.97	18.56
SL1344_1516		0	0	134.91	44.97
SL1344_1517		101.94	57.58	65.57	75.03
SL1344_1518	yncD	11.77	11.53	0	7.77
SL1344_1519	yncC	0	0	0	0
SL1344_1520	yncB	32.09	17.67	105.43	51.73
SL1344_1521	yncA	0	0	0	0
SL1344_1522	ydcZ	18.53	13.61	0	10.71
SL1344_1523	ydcY	0	0	0	0
SL1344_1524	srfA	0	0	0	0
SL1344_1525	srfB	2.79	0	0	0.93
SL1344_1526	srfC	3.88	5.7	0	3.19
SL1344_1527	ydcX	63.27	92.91	75.58	77.26
STnc1110	STnc1110	129.33	94.96	0	74.76
SL1344_1528	ydcW	178.5	215.62	213.22	202.44
SL1344_1529	ydcR	151.91	171.61	167.51	163.68
SL1344_1530	pdgL	453.83	309.42	51.63	271.63
SL1344_1530A		1157.6	1035.9	1512.41	1235.31
SL1344_1531	ugtL	689.87	644.68	299.66	544.74
SL1344_1532	sifB	376.6	353.69	41.85	257.38
SL1344_1533	yncJ	180.88	132.81	43.21	118.96
SL1344_1534	ydcP	4.24	12.44	0	5.56
SL1344_1535	ydcN	0	11.4	0	3.8
SL1344_1536		0	10.37	16.87	9.08
SL1344_1537		87.19	73.16	14.88	58.41
SL1344_1538	tehB	55.84	61.5	33.35	50.23
SL1344_1539	tehA	8.21	18.09	0	8.77
SL1344_1540	ydcK	0	0	0	0
SL1344_1541	rimL	15.44	0	0	5.15
SL1344_1542		0	0	0	0
SL1344_1543		0	0	0	0
SL1344_1544		19.01	0	7.57	8.86
SL1344_1545		10.32	7.58	0	5.97
STnc1120	STnc1120	180.88	66.4	216.06	154.45
SL1344_1546		0	13.98	0	4.66
SL1344_1547		0	29	0	9.67
SL1344_1548		10.52	0	25.13	11.88
SL1344_1549	aac	0	0	0	0
SL1344_1550		0	5.08	24.81	9.96
SL1344_1551		0	0	0	0
SL1344_1552	ydcG	20.11	11.07	6.01	12.4
SL1344_1553		16.55	16.2	19.77	17.51
SL1344_1554		30.98	9.1	0	13.36
SL1344_1555	ydcI	198.32	185.33	118.45	167.36
SL1344_1556	trg	0	0	0	0
SL1344_1557	adhC	14.88	5.46	17.78	12.71
SL1344_1558		30.26	66.65	0	32.3
SL1344_1559	steB	20.75	15.23	24.78	20.26
SL1344_1560		104.58	102.39	27.76	78.24
SL1344_1561	sseJ	95.01	149.49	89.17	111.22
SL1344_1562		0	0	0	0
SL1344_1563		360.8	272.95	143.66	259.14
SL1344_1564		77.16	122.75	46.08	82
SL1344_1565		56.91	75.22	40.79	57.64
SL1344_1566		36.71	80.86	43.85	53.8
SL1344_1567		42.94	39.41	51.3	44.55
SL1344_1568		25.14	46.14	30.03	33.77
RydC	RydC	128	563.92	0	230.64
SL1344_1569	cybB	62.79	34.58	0	32.46
SL1344_1570	ydcF	10.4	22.91	12.42	15.24
SL1344_1571	hrpA	8.53	10.96	7.64	9.04
SL1344_1572	acpD	0	30.29	0	10.1
SL1344_1573		18.53	81.64	0	33.39
SL1344_1574	ydbL	25.76	0	0	8.59
SL1344_1575	ynbE	261.37	127.94	260.18	216.5
SL1344_1576	ydbH	34.72	53.3	41.47	43.17
SL1344_1577	ldhA	33.65	55.59	40.2	43.15
SL1344_1578	hslJ	0	14.9	96.96	37.29
SL1344_1579		0	39.41	0	13.14
SL1344_1580		55.65	0	0	18.55
SL1344_1581	nifJ	4.72	15.6	5.64	8.65
MicC	MicC	0	0	0	0
SL1344_1582	ynaF	172.54	140.76	68.7	127.33
SL1344_1583		664.64	469.93	323.45	486.01
SL1344_1584		40.99	30.09	0	23.69
SL1344_1585	ydaO	17.8	32.67	21.26	23.91
SL1344_1586	dbpA	12.12	4.45	21.72	12.76
STnc580	STnc580	68.76	201.96	410.69	227.14
SL1344_1587	zntB	25.39	12.43	40.44	26.09
SL1344_1588		0	15.88	34.45	16.78
SL1344_1589	ydaL	0	32.55	35.31	22.62
SL1344_1590	ogt	16.16	47.45	77.19	46.93
SL1344_1591	fnr	243.41	259.96	198.25	233.87
SL1344_1592	ydaA	131.79	199.98	73.46	135.08
SL1344_1593	ynaJ	262.06	216.47	0	159.51
SL1344_1594	ynaI	0	17.78	38.56	18.78
SL1344_1595		0	0	0	0
SL1344_1596		12.13	0	0	4.04
SL1344_1597		0	0	0	0
SL1344_1598		0	0	0	0
SL1344_1599		4.2	0	0	1.4
SL1344_1600		0	0	0	0
SL1344_1601		0	0	0	0
SL1344_1602		404.04	285.68	259.19	316.3
SL1344_1603		0	0	0	0
SL1344_1604		0	10.35	33.69	14.68
SL1344_1605		0	8.57	0	2.86
SL1344_1606		57.45	105.45	57.18	73.36
SL1344_1607		0	6.75	0	2.25
SL1344_1608		0	0	0	0
SL1344_1609	mppA	72.22	79.54	55.45	69.07
SL1344_1610	ycjI	0	0	0	0
SL1344_1611	ycjG	112.09	126.61	51.5	96.73
SL1344_1612	tpx	1003.03	941.73	530.33	825.03
SL1344_1613	tyrR	27	27.75	25.8	26.85
SL1344_1614	ycjF	7.84	17.27	46.84	23.98
SL1344_1615	ycjX	17.79	30.48	0	16.09
SL1344_1616	pspE	53	214.01	31.65	99.55
SL1344_1617	pspD	38.17	140.12	0	59.43
SL1344_1618	pspC	301.29	204.21	55.37	186.96
SL1344_1619	pspB	185.72	218.18	133.11	179
SL1344_1620	pspA	199.29	246.93	193.42	213.21
SL1344_1621	pspF	0	6.23	0	2.08
SL1344_1622	sapA	25.23	33.34	6.03	21.53
